pi_1,pi_2,pi_3,pi_4
0.044280863727119,0.0292718417983784,0.0188357502911878,0.907611544183315
0.00739345915231506,0.193362844497824,0.000389829565055943,0.798853866784805
0.023254764577256,0.00198940502796678,0.10086571278955,0.873890117605227
0.0806732745407543,0.00557512484802708,0.0131262670333711,0.900625333577848
0.00636480854119626,0.0664358036760382,0.0122254964046986,0.914973891378067
0.0906483687427108,0.118302171859223,0.0200967330750351,0.770952726323031
0.000758476427354291,0.11199322464656,0.0248147378268873,0.862433561099198
0.0900386438923821,0.222077044820063,0.0741644406982563,0.613719870589298
0.00204864378214179,0.133018383900037,0.158871325539923,0.706061646777899
0.00850585832262213,0.0146546190444389,0.474517130415573,0.502322392217366
0.456241720783429,0.0626165661639656,0.00260335717988899,0.478538355872717
0.0226508768805887,0.0288615001171679,0.232743195034121,0.715744427968122
0.012995743211755,0.121169328951504,0.0881453431475265,0.777689584689215
0.00871557187319895,0.0760865768110484,0.047455566606647,0.867742284709106
0.0485892466800336,0.0183089519075737,0.0126796943709651,0.920422107041428
0.0317171664091472,0.266074316058521,0.0636327027520795,0.638575814780253
0.0616743147068217,0.357203674924082,0.0775503697376087,0.503571640631488
0.0015291432821587,0.0130544629797519,0.0327433233775783,0.952673070360511
0.00234772523295118,0.0268936830954157,0.0395920279764309,0.931166563695202
0.325143182381178,0.00100514628785824,0.00132147632886518,0.672530195002099
0.0134844222523354,0.399867589299052,0.0471627790335913,0.539485209415021
0.0478872083555089,0.000139433100543105,0.00464971722599751,0.94732364131795
0.000196078303025791,0.417769976420473,0.178591474542999,0.403442470733502
0.408983623058135,0.0886423283835342,0.13118372133648,0.371190327221851
0.188639383083944,0.147537372473264,0.01320481432638,0.650618430116412
0.128069212503289,0.000767669832078762,0.144364175965692,0.72679894169894
0.128868123478928,0.0969176902708561,0.0869223645997841,0.687291821650432
0.0858974987476139,0.0637945213433567,0.0149861782426445,0.835321801666385
0.0302516879082114,0.186750528857006,0.278321567177665,0.504676216057117
0.41012536992624,0.0579835044527089,0.00098127443336068,0.53090985118769
0.270702653271439,2.33894537405151e-05,0.0630265720599515,0.666247385214869
0.0191718660646046,0.0862847987690686,0.0222134033883858,0.872329931777941
1.60505373165249e-05,0.170572468465457,0.11354537100573,0.715866109991497
9.38373218826449e-06,0.060896514998194,0.0210574596812475,0.91803664158837
0.0963370587907336,0.189532657130586,0.0717656879984604,0.64236459608022
0.00624552523031975,3.38218735539394e-05,0.00318829166919101,0.990532361226935
0.00136526104424506,0.00341034092721586,0.0469290346438193,0.94829536338472
0.0152423178201908,0.129171888158774,0.000507310301911677,0.855078483719123
0.127988159633432,0.0205741924300183,0.216114635162925,0.635323012773625
0.0218491992321496,3.51824051395857e-06,0.0166956235033853,0.961451659023951
0.0800151486986969,0.122575818718142,0.0200814102410813,0.77732762234208
0.231797971901465,0.000329507360626936,0.162783961485261,0.605088559252647
0.0102201491541087,0.0939326909574563,0.0809383106696972,0.814908849218738
0.000114090981890177,0.208178119200682,0.0326833145803577,0.75902447523707
0.0129620957982294,0.0978163036662505,0.107019100883049,0.782202499652471
0.0133814706490733,0.00223126608100874,0.0908870203831163,0.893500242886802
0.0082137151218861,0.0422340521792652,0.613148817570025,0.336403415128824
0.00161905655533634,0.345662259009916,0.120621031701013,0.532097652733734
0.124111469602201,0.00262069222363696,0.0530811641491033,0.820186674025058
0.0220056088687771,0.0997247161616018,0.158919938647389,0.719349736322232
0.00854648943251585,0.00186465849063367,0.0152407115451825,0.974348140531668
0.0243992690938829,0.235145544721854,0.0299244036006086,0.710530782583654
0.244797285981829,0.15719468011239,0.0163735518565047,0.581634482049277
1.36745679091952e-06,0.0523335047799931,0.00831937599284744,0.939345751770369
0.0226491244661648,0.434641731599472,0.00234102542864746,0.540368118505715
0.0202144193986285,0.0258863301554724,0.0417556644440079,0.912143586001891
0.0514485021882347,0.00696626220046046,0.0990151560393268,0.842570079571978
0.181721334267467,0.194507314190675,0.00016590282015223,0.623605448721706
0.000405759320601002,0.0651800366247011,0.0146539316792795,0.919760272375418
0.0287291858806268,0.0026710572266158,0.0657964226841566,0.902803334208601
0.0854694309062896,0.00229016705461771,0.117035842910435,0.795204559128658
0.0166251465935257,0.00099450601316411,0.000509442576215725,0.981870904817094
0.0056887785186866,0.219102825344162,0.0424925569607129,0.732715839176439
0.213330808905635,0.000636106309965445,0.177746889215228,0.608286195569172
0.00753498974337136,0.00387402634471293,0.0887314931802359,0.89985949073168
0.205200704481809,0.266239531144033,0.0229917853940815,0.505567978980077
0.174015409334697,0.00359411849726328,0.127990305743553,0.694400166424486
0.00591778227927513,0.00984853193046648,0.0282068252311495,0.956026860559109
0.13371056878572,0.0112410132861602,0.120739134335783,0.734309283592337
0.134627465767452,0.230351782669025,0.0930961791186672,0.541924572444856
0.0112936562153561,0.00976008458021529,0.0153155390610459,0.963630720143383
0.225176766554234,0.0278824520798628,0.0827438360784523,0.664196945287451
0.0788273092929693,0.052336865870676,0.119428346432732,0.749407478403623
0.123343884401707,0.000130563058771908,0.00714905469778681,0.869376497841734
0.00196368207238672,0.0509259198509221,0.101303643368508,0.845806754708183
0.0268191296719304,0.0118426735942577,0.00243659281481237,0.958901603919
0.0302472304140447,0.110982876084217,0.000297436797383389,0.858472456704355
